1,1,1,2.52,1011496
1,1,2,2.59,1011480
1,1,3,2.55,1011544
1,1,4,2.56,1011448
1,1,5,2.63,1011304
1,1,6,2.62,1011444
1,1,7,2.57,1011472
1,1,8,2.58,1011472
1,1,9,2.59,1011556
1,1,10,2.57,1011336
2,1,1,2.53,1011484
2,1,2,2.57,1011372
2,1,3,2.56,1011564
2,1,4,2.6,1011448
2,1,5,2.48,1011492
2,1,6,2.49,1011396
2,1,7,2.48,1011508
2,1,8,2.54,1011376
2,1,9,2.61,1011484
2,1,10,2.59,1011532
4,1,1,2.6,1011628
4,1,2,2.83,1011480
4,1,3,2.61,1011344
4,1,4,2.7,1011580
4,1,5,2.65,1011456
4,1,6,2.76,1011536
4,1,7,2.62,1011524
4,1,8,2.58,1011336
4,1,9,2.69,1011508
4,1,10,2.68,1011484
8,1,1,2.57,1011528
8,1,2,2.58,1011528
8,1,3,2.63,1011524
8,1,4,2.6,1011648
8,1,5,2.6,1011568
8,1,6,2.62,1011520
8,1,7,2.55,1011584
8,1,8,2.56,1011592
8,1,9,2.57,1011560
8,1,10,2.61,1011512
16,1,1,2.67,1011740
16,1,2,2.7,1011576
16,1,3,2.62,1011520
16,1,4,2.56,1011592
16,1,5,2.57,1011644
16,1,6,2.65,1011704
16,1,7,2.64,1011684
16,1,8,2.56,1011712
16,1,9,2.59,1011740
16,1,10,2.59,1011632
1,2,1,3.21,1108700
1,2,2,3.26,1108504
1,2,3,3.12,1108432
1,2,4,3.21,1108732
1,2,5,3.22,1108580
1,2,6,3.15,1108628
1,2,7,3.22,1108528
1,2,8,3.17,1108676
1,2,9,3.13,1108640
1,2,10,3.17,1108708
2,2,1,3.14,1108552
2,2,2,3.1,1108520
2,2,3,3.15,1108700
2,2,4,3.21,1108540
2,2,5,3.15,1108688
2,2,6,3.18,1108520
2,2,7,3.13,1108592
2,2,8,3.27,1108532
2,2,9,3.12,1108612
2,2,10,3.27,1108680
4,2,1,3.26,1108776
4,2,2,3.06,1108668
4,2,3,3.1,1108740
4,2,4,3.13,1108496
4,2,5,3.07,1108648
4,2,6,3.21,1108704
4,2,7,3.09,1108532
4,2,8,3.14,1108632
4,2,9,3.23,1108652
4,2,10,3.17,1108744
8,2,1,3.17,1108704
8,2,2,3.14,1108596
8,2,3,3.21,1108620
8,2,4,3.23,1108680
8,2,5,3.2,1108612
8,2,6,3.25,1108672
8,2,7,3.11,1108764
8,2,8,3.28,1108816
8,2,9,3.23,1108756
8,2,10,3.18,1108712
16,2,1,3.19,1108796
16,2,2,3.22,1108864
16,2,3,3.17,1108900
16,2,4,3.18,1108800
16,2,5,3.18,1108804
16,2,6,3.17,1108852
16,2,7,3.19,1108780
16,2,8,3.17,1108720
16,2,9,3.07,1108676
16,2,10,3.05,1108700
1,4,1,3.61,1233364
1,4,2,3.53,1233460
1,4,3,3.58,1233208
1,4,4,3.44,1233176
1,4,5,3.49,1233372
1,4,6,3.38,1233232
1,4,7,3.59,1233248
1,4,8,3.5,1233232
1,4,9,3.53,1233360
1,4,10,3.58,1233452
2,4,1,3.61,1233160
2,4,2,3.59,1233512
2,4,3,3.48,1233352
2,4,4,3.52,1233368
2,4,5,3.6,1233224
2,4,6,3.46,1233164
2,4,7,3.58,1233400
2,4,8,3.6,1233308
2,4,9,3.48,1233256
2,4,10,3.59,1233352
4,4,1,3.6,1233304
4,4,2,3.52,1233476
4,4,3,3.64,1233316
4,4,4,3.58,1233132
4,4,5,3.44,1233516
4,4,6,3.59,1233552
4,4,7,3.58,1233256
4,4,8,3.57,1233208
4,4,9,3.5,1233424
4,4,10,3.5,1233392
8,4,1,3.64,1233316
8,4,2,3.57,1233312
8,4,3,3.53,1233248
8,4,4,3.57,1233428
8,4,5,3.55,1233420
8,4,6,3.5,1233520
8,4,7,3.5,1233468
8,4,8,3.55,1233352
8,4,9,3.52,1233456
8,4,10,3.56,1233260
16,4,1,3.58,1233524
16,4,2,3.62,1233552
16,4,3,3.46,1233428
16,4,4,3.62,1233312
16,4,5,3.6,1233452
16,4,6,3.52,1233268
16,4,7,3.54,1233272
16,4,8,3.47,1233500
16,4,9,3.61,1233572
16,4,10,3.51,1233436
1,8,1,3.98,1487360
1,8,2,3.94,1487300
1,8,3,3.99,1487128
1,8,4,3.98,1487316
1,8,5,3.93,1487360
1,8,6,3.99,1487432
1,8,7,4.03,1487348
1,8,8,3.98,1487356
1,8,9,3.97,1487272
1,8,10,3.93,1487396
2,8,1,3.98,1487368
2,8,2,3.89,1487404
2,8,3,4,1487336
2,8,4,3.9,1487448
2,8,5,3.98,1487548
2,8,6,3.96,1487108
2,8,7,3.95,1487392
2,8,8,3.9,1487356
2,8,9,3.94,1487432
2,8,10,4.02,1487476
4,8,1,4.02,1487368
4,8,2,3.99,1487384
4,8,3,3.98,1487436
4,8,4,3.87,1487392
4,8,5,4.05,1487224
4,8,6,3.94,1487380
4,8,7,3.99,1487300
4,8,8,3.94,1487312
4,8,9,3.99,1487416
4,8,10,4.01,1487292
8,8,1,3.98,1487100
8,8,2,3.96,1487404
8,8,3,3.98,1487652
8,8,4,4.05,1487612
8,8,5,4.07,1487596
8,8,6,3.96,1487340
8,8,7,4.02,1487540
8,8,8,3.97,1487240
8,8,9,3.98,1487224
8,8,10,3.94,1487320
16,8,1,3.89,1487320
16,8,2,3.96,1487496
16,8,3,4.03,1487460
16,8,4,3.96,1487432
16,8,5,3.98,1487428
16,8,6,3.93,1487536
16,8,7,3.94,1487580
16,8,8,3.91,1487568
16,8,9,3.94,1487464
16,8,10,3.96,1487560
1,16,1,5.16,1813912
1,16,2,5.02,1813640
1,16,3,5.19,1813796
1,16,4,5.13,1813848
1,16,5,4.91,1813604
1,16,6,5.01,1813644
1,16,7,5.09,1813952
1,16,8,5.08,1813636
1,16,9,5.04,1813876
1,16,10,5.1,1813912
2,16,1,5.02,1813796
2,16,2,5.1,1813820
2,16,3,5.15,1813744
2,16,4,5.03,1813700
2,16,5,5.06,1813716
2,16,6,5.06,1813808
2,16,7,5.06,1813776
2,16,8,5.05,1813748
2,16,9,5.18,1813696
2,16,10,5.11,1813728
4,16,1,5.05,1813932
4,16,2,5.09,1813564
4,16,3,5.12,1813700
4,16,4,5.06,1813836
4,16,5,5,1813872
4,16,6,5.02,1813820
4,16,7,5.1,1814180
4,16,8,5.07,1813868
4,16,9,4.98,1813980
4,16,10,5.06,1813756
8,16,1,5.11,1813944
8,16,2,5.19,1813872
8,16,3,5.07,1813972
8,16,4,5.06,1813948
8,16,5,5.09,1813900
8,16,6,5.04,1813880
8,16,7,4.94,1813916
8,16,8,5.1,1814000
8,16,9,5.1,1813792
8,16,10,4.98,1813708
16,16,1,5.1,1813740
16,16,2,5.04,1814080
16,16,3,5.16,1814084
16,16,4,5.05,1813796
16,16,5,5.08,1813608
16,16,6,5.18,1813872
16,16,7,5.06,1813856
16,16,8,5.12,1813908
16,16,9,5.13,1813956
16,16,10,5.03,1814172
1,32,1,7.65,2732004
1,32,2,7.86,2732096
1,32,3,7.78,2731888
1,32,4,7.75,2731856
1,32,5,7.95,2731988
1,32,6,7.84,2732124
1,32,7,7.7,2731996
1,32,8,7.74,2732016
1,32,9,7.89,2731948
1,32,10,7.75,2731976
2,32,1,7.81,2731944
2,32,2,7.84,2731896
2,32,3,7.8,2732004
2,32,4,7.62,2731748
2,32,5,7.85,2732036
2,32,6,7.72,2731912
2,32,7,7.92,2731880
2,32,8,7.62,2731984
2,32,9,7.69,2732096
2,32,10,7.78,2731892
4,32,1,7.79,2731992
4,32,2,7.57,2732192
4,32,3,7.83,2732108
4,32,4,7.79,2732060
4,32,5,7.9,2732204
4,32,6,7.76,2731952
4,32,7,7.75,2731816
4,32,8,7.76,2731912
4,32,9,7.96,2732204
4,32,10,7.79,2731940
8,32,1,7.69,2732196
8,32,2,7.73,2731920
8,32,3,7.8,2732300
8,32,4,7.74,2732000
8,32,5,7.78,2731928
8,32,6,7.66,2732220
8,32,7,7.63,2732200
8,32,8,7.6,2732280
8,32,9,7.7,2732160
8,32,10,7.65,2732132
16,32,1,7.99,2732216
16,32,2,7.77,2732120
16,32,3,7.63,2732236
16,32,4,7.98,2732212
16,32,5,7.52,2732088
16,32,6,7.47,2732068
16,32,7,7.64,2732304
16,32,8,7.6,2732148
16,32,9,7.6,2732108
16,32,10,7.43,2732200
1,64,1,15.73,4514736
1,64,2,16.71,4514536
1,64,3,14.66,4514564
1,64,4,16.55,4514600
1,64,5,14.88,4514640
1,64,6,14.82,4514296
1,64,7,15.98,4514436
1,64,8,14.85,4514420
1,64,9,15.34,4514428
1,64,10,16.48,4514492
2,64,1,15.47,4514576
2,64,2,16.01,4514564
2,64,3,15.55,4514280
2,64,4,14.97,4514772
2,64,5,15.46,4514572
2,64,6,15.87,4514700
2,64,7,15.32,4514760
2,64,8,15.57,4514224
2,64,9,14.46,4514524
2,64,10,14.68,4514620
4,64,1,14.81,4514616
4,64,2,14.78,4514568
4,64,3,14.8,4514344
4,64,4,15.48,4514464
4,64,5,16.45,4514356
4,64,6,15.64,4514892
4,64,7,16.34,4514512
4,64,8,15.48,4514564
4,64,9,14.96,4514424
4,64,10,15.39,4514640
8,64,1,16.29,4514540
8,64,2,16.06,4514640
8,64,3,16.27,4514732
8,64,4,16.26,4514488
8,64,5,15.18,4514736
8,64,6,16.03,4514596
8,64,7,16.3,4514532
8,64,8,15.81,4514412
8,64,9,15.45,4514576
8,64,10,15.35,4514672
16,64,1,15.29,4514560
16,64,2,15.57,4514732
16,64,3,15.58,4514840
16,64,4,15.68,4514548
16,64,5,15.53,4514668
16,64,6,15.73,4514640
16,64,7,15.14,4514572
16,64,8,15.39,4514540
16,64,9,15.85,4514580
16,64,10,15.28,4514660
