294.4,1
300.96,1
292.72,1
304.22,1
300.46,1
317.98,1
288.03,1
285.72,1
286.48,1
284.19,1
185.43,2
185.37,2
183.34,2
180.99,2
184.52,2
183.06,2
182.81,2
194.17,2
191.63,2
182.83,2
120.95,4
129.66,4
125.07,4
123.81,4
122.93,4
123.93,4
126.31,4
123.25,4
124.22,4
124.59,4
100.64,8
101.41,8
101.11,8
100.86,8
104.97,8
102.13,8
94.94,8
96.22,8
95.22,8
98.15,8
83.67,16
83.74,16
82.36,16
83.04,16
83.64,16
83.97,16
83.37,16
84.04,16
83.24,16
84.5,16
